"","n113","n114","n115","n116","n117","n118","n119","n121","markers"
"Q9CXJ1",0.1166768744,0.1252785147,0.0264654723,0.1260489571,0.2518291412,0.1605825937,0.152899123,0.0402193236,"unknown"
"Q9CXW2",0.1959416341,0.3183332316,0.052997415,0.2741963327,0.1126554694,0.0372882229,0.0054133047,0.0031743896,"unknown"
"Q9CXW4",0.1332708573,0.1049876445,0,0.0904796027,0.1421683932,0.1266450468,0.3096269952,0.0928214604,"60S Ribosome"
"Q9CXY6",0.0795559494,0.0941016928,0.0189357597,0.1237291215,0.1060157436,0.1967362737,0.1184672867,0.2624581725,"unknown"
"Q9CY27",0.1309053932,0.1356560215,0.1501135747,0.1881271002,0.1374746127,0.1334884802,0.0793672001,0.0448676173,"Endoplasmic reticulum"
"Q9CY57",0.0590298609,0.0473253992,0.0169226856,0.0671883267,0.0554016746,0.1613937492,0.3999430138,0.1927952899,"unknown"
"Q9CYA0",0.0885434622,0.1392952067,0.0567509637,0.2776574889,0.1991210293,0.1382642799,0.0687814127,0.0315861567,"unknown"
"Q9CYD3",0.0582432725,0.0870284874,0.0275071574,0.2400778322,0.2357851216,0.2180132168,0.0857802498,0.0475646623,"unknown"
"Q9CYH2",0.1139445295,0.1691205389,0.0523443312,0.1903229966,0.1757285687,0.1626047224,0.0502929527,0.0856413599,"unknown"
"Q9CYN9",0.074673817,0.1143124651,0.046455038,0.1800542427,0.1499445393,0.2657906712,0.0636904179,0.1050788088,"unknown"
"Q9CYR0",0.1550406972,0.1471223166,0.065862188,0.1260693127,0.2484812875,0.1459270959,0.052132819,0.0593642832,"unknown"
"Q9CYZ2",0.1130959972,0.1244524573,0.0371443308,0.1263775245,0.0970911888,0.0935607003,0.0524566307,0.3558211705,"unknown"
"Q9CZ44",0.0675906357,0.076800099,0.0238811217,0.1246035384,0.1963102235,0.1560140856,0.044653464,0.310146832,"unknown"
"Q9CZ83",0.0520921822,0.0586952797,0.0264494711,0.0972512062,0.4197802821,0.2604098503,0.0602272015,0.0250945268,"unknown"
"Q9CZG9",0.2259011391,0.1469120949,0.0551690276,0.1527267881,0.1305134776,0.1305873165,0.0970775126,0.0611126437,"unknown"
"Q9CZP5",0.0764675307,0.0942749555,0.0724732537,0.1387125157,0.2600176544,0.1418816999,0.1029161037,0.1132562865,"unknown"
"Q9CZS1",0.0741355231,0.0575928301,0.0271064067,0.1136685774,0.3928224448,0.2225042011,0.0632247446,0.0489452722,"unknown"
"Q9CZV8",0.1921998042,0.136569035,0.0455584336,0.1314250815,0.0762381212,0.1273256748,0.1021122849,0.1885715646,"unknown"
"Q9CZX5",0.1458119701,0.1347982579,0.0388806079,0.1363158381,0.1028810268,0.1184228612,0.1693950896,0.1534943484,"unknown"
"Q9CZX7",0.1207641547,0.1481214639,0.0570642664,0.2004569011,0.109353779,0.058005322,0.0367014039,0.2695327091,"unknown"
"Q9CZX9",0.1258864719,0.1391942948,0.0554720028,0.2021662776,0.170071344,0.165524716,0.0833028687,0.0583820242,"unknown"
"Q9D0D3",0.0785479184,0.0964545701,0.0284218961,0.1019599537,0.2274006316,0.3336365717,0.0798977002,0.0536807581,"unknown"
"Q9D0F6",0.0569638975,0.0573257778,0.0280208943,0.0649388345,0.08088239,0.3966783838,0.1550118782,0.1601779439,"unknown"
"Q9D0F9",0.0818706782,0.0801845421,0.0191158097,0.0520417995,0.0287349745,0.0258374953,0.0180320403,0.6941826603,"unknown"
"Q9D0I8",0.0724576247,0.0927928647,0.0550654126,0.1411535031,0.1163298545,0.1436957323,0.204751449,0.173753559,"unknown"
"Q9D0J4",0.0923426442,0.0784376618,0.1129099285,0.0693520662,0.0928367785,0.0627886269,0.0269476403,0.4643846534,"unknown"
"Q9D0J8",0.1380137462,0.1145551802,0.0983119382,0.0851152299,0.093302446,0.1366207873,0.1185815954,0.2154990767,"unknown"
"Q9D0K2",0.0659231692,0.0497574384,0.0440325241,0.1045620278,0.3660658617,0.2397468437,0.0819869623,0.047925173,"Mitochondrion"
"Q9D0L7",0.0673754424,0.0950758741,0.027160109,0.0763201141,0.1143039952,0.1252834424,0.070283983,0.4241970399,"unknown"
"Q9D0N7",0.0600457124,0.0260960826,0.1662853726,0.0311394204,0.0353744438,0.0208573285,0.6271915195,0.0330101202,"unknown"
"Q9D0Q7",0.0825512915,0.0859974576,0.0393361235,0.1166084568,0.1819999027,0.1672419082,0.2459198879,0.0803449718,"unknown"
"Q9D0T1",0.0997308142,0.1087544679,0.050939908,0.0868838217,0.0681255473,0.0960047613,0.3513658268,0.1381948528,"unknown"
"Q9D0W5",0.0960198131,0.1031949476,0.0194746216,0.0840924569,0.0732899352,0.1535951941,0.0522109403,0.4181220911,"unknown"
"Q9D142",0.0557794391,0.0824084908,0.0306016204,0.0698882102,0.0583889102,0.1998501698,0.0592919032,0.4437912562,"unknown"
"Q9D1A2",0.0774727133,0.0909859315,0.019534009,0.0699482678,0.0644934726,0.0700171379,0.0324247369,0.5751237311,"unknown"
"Q9D1B8",0.0987215708,0.0964931736,0.0289779472,0.1274769042,0.1082106123,0.3556544419,0.1433613177,0.0411040323,"unknown"
"Q9D1D4",0.0565685197,0.0910086672,0.070633113,0.314734052,0.2292200146,0.1678689106,0.0617880058,0.0081787171,"unknown"
"Q9D1G1",0.1295749873,0.17664237,0.0319716848,0.2413479483,0.1354536074,0.1226432557,0.0360751026,0.1262910439,"unknown"
"Q9D1I6",0.0645530412,0.0759019082,0.0204900009,0.0953419788,0.3635253181,0.2376022935,0.0810850254,0.0615004339,"unknown"
"Q9D1L9",0.2110666916,0.2116828898,0.1976287152,0.1859585554,0.0847347251,0.0284326508,0.0164553843,0.0640403879,"unknown"
"Q9D1M4",0.0864065762,0.0670062269,0.0307396905,0.063025364,0.0484570068,0.0396104676,0.0350391332,0.6297155348,"unknown"
"Q9D1Q4",0.15185227,0.16219206,0.1363489389,0.159000947,0.138253283,0.1183976347,0.0821975697,0.0517572967,"unknown"
"Q9D1R1",0.0509481079,0.0760500469,0.0440491295,0.1548814036,0.3573894928,0.2073271967,0.0801475971,0.0292070257,"unknown"
"Q9D2M8",0.0877072488,0.0938187432,0.0346788749,0.0865189393,0.0733786861,0.1223086862,0.0554286816,0.4461601399,"unknown"
"Q9D2N4",0.2972090553,0.2110351463,0.0449078282,0.1632224388,0.1133540529,0.0837254799,0.034549525,0.0519964735,"unknown"
"Q9D2R6",0.0554116424,0.0556828589,0.0210095442,0.1275719337,0.3990185806,0.2683656969,0.0589339177,0.0140058257,"unknown"
"Q9D2V8",0.0666796782,0.0841830988,0.070825623,0.2681579747,0.1989856694,0.1921568409,0.0956780977,0.0233330173,"unknown"
"Q9D338",0.0481370709,0.0501427995,0.0282503844,0.1035332507,0.3911323249,0.2384196222,0.1111478976,0.0292366499,"Mitochondrion"
"Q9D358",0.1142474016,0.0920819579,0.022523029,0.0525438249,0.0534151582,0.0797879929,0.0334953759,0.5519052596,"unknown"
"Q9D3B1",0.0926317205,0.2716739295,0.0615794859,0.1636317258,0.1583890434,0.1477213137,0.0784188709,0.0259539102,"unknown"
"Q9D3D9",0.0339664751,0.0397715934,0.0122932393,0.1188744271,0.4539633263,0.2621541717,0.0585231009,0.0204536662,"unknown"
"Q9D3N8",0.2932814628,0.2647405131,0.036535972,0.188624166,0.0700979765,0.0788465117,0.0386378242,0.0292355737,"unknown"
"Q9D5T7",0.1133541811,0.0862526038,0.0379573025,0.1083821558,0.0843504461,0.1737532807,0.230080118,0.165869912,"unknown"
"Q9D5V5",0.2389742849,0.2023561516,0.0377445956,0.1416132492,0.0886879345,0.0727687333,0.0334940319,0.1843610191,"unknown"
"Q9D662",0.071771494,0.0655488079,0.0793342545,0.0951493703,0.0989077618,0.1286823526,0.3660847657,0.0945211932,"unknown"
"Q9D6F9",0.111516064,0.1094611143,0.0321785564,0.1601047236,0.1075840472,0.1030741068,0.1183739827,0.257707405,"unknown"
"Q9D6K5",0.0668365461,0.0751922227,0.0254212969,0.0889894573,0.1440396252,0.1440998738,0.0470402698,0.4083807082,"unknown"
"Q9D6N5",0.0762699585,0.1139651591,0.0500284356,0.0814246323,0.0873249488,0.2153160475,0.1664366209,0.2092341972,"unknown"
"Q9D6S7",0.0499276269,0.0527165026,0.0236740485,0.1194577403,0.376620268,0.2606621571,0.0716853147,0.0452563419,"unknown"
"Q9D6U8",0.0285740385,0.0314992835,0.0106411545,0.1223683325,0.4437463522,0.2963483565,0.055888396,0.0109340864,"unknown"
"Q9D6W8",0.1788002513,0.2640473761,0.0475808017,0.3274527489,0.1176692386,0.0296798279,0.0236856085,0.0110841468,"unknown"
"Q9D6X6",0.1632779189,0.0762269825,0.0178233379,0.1326574949,0.1888108565,0.3089141455,0.0980458113,0.0142434525,"unknown"
"Q9D6Y7",0.1476294937,0.2886164983,0.0410458537,0.2590113673,0.131643609,0.0714822375,0.0239471031,0.0366238374,"unknown"
"Q9D7B6",0.044170529,0.0614826863,0.0298088956,0.1240165165,0.3481226351,0.28085236,0.0760413429,0.0355050346,"unknown"
"Q9D7E3",0.1759996414,0.1582561375,0.0261091112,0.0931435745,0.1346590242,0.1945191107,0.0202744825,0.1970389181,"unknown"
"Q9D7E4",0.1069962226,0.1434809823,0.0732763833,0.2028833808,0.1528098598,0.1234089651,0.0592508349,0.1378933712,"unknown"
"Q9D7I8",0.1303097711,0.1657941092,0.0394900573,0.0973276923,0.1956351129,0.341326709,0.0301165481,0,"unknown"
"Q9D7P6",0.1147325781,0.1526243344,0.0513747843,0.1608166085,0.1362413255,0.1749633923,0.0913853666,0.1178616102,"unknown"
"Q9D819",0.078309182,0.0689825098,0.0243244799,0.0414023747,0.0231245263,0.0190872585,0.0122765105,0.7324931584,"unknown"
"Q9D823",0.1192588963,0.1238103591,0.0448132019,0.1129029411,0.1190175051,0.1561521364,0.1872609288,0.1367840313,"unknown"
"Q9D892",0.0694393119,0.0782423348,0.0315233597,0.0416969321,0.0298844242,0.0348351227,0.0253816568,0.6889968578,"unknown"
"Q9D898",0.1482643603,0.1578476766,0.0350231812,0.1724422689,0.1061276843,0.1169971835,0.1500602676,0.1132373775,"unknown"
"Q9D8C2",0.1985505889,0.243699265,0.114539129,0.1928347188,0.0836285269,0.0736409117,0.0547534128,0.0383534468,"unknown"
"Q9D8M4",0.0841577728,0.0872887614,0.0810843299,0.0908681106,0.1130714668,0.1260671445,0.1396621258,0.2778002882,"unknown"
"Q9D8Z2",0.0722553722,0.0778082742,0.0368987483,0.1157721815,0.3301818083,0.2048683194,0.0757064458,0.0865088503,"unknown"
"Q9D9B0",0.0782067265,0.12632636,0.0306976982,0.1946336154,0.1263555936,0.0470351345,0.0188753634,0.3778695084,"unknown"
"Q9D9G3",0.2553615499,0.2191360832,0.0561763983,0.2022644622,0.1147268127,0.107074282,0.0320166372,0.0132437746,"unknown"
"Q9D9Z5",0.1040095505,0.1112867888,0.0579885055,0.1441691663,0.1091076847,0.1689234898,0.0754386979,0.2290761165,"unknown"
"Q9DAW6",0.1041549972,0.0552913633,0,0.0770962286,0.0943942404,0.2066012021,0.1894673939,0.2729945745,"unknown"
"Q9DB50",0.134845698,0.1665008025,0.0991229901,0.2341855878,0.1067905701,0.0550825808,0.0724853333,0.1309864373,"unknown"
"Q9DBC7",0.3994830073,0.2543915262,0.0282451703,0.1607258361,0.0771408501,0.0322073072,0.0131026936,0.0347036091,"unknown"
"Q9DBL1",0.0499040184,0.063354805,0.0157828824,0.1301962263,0.4001215359,0.2510232085,0.0652258065,0.0243915169,"unknown"
"Q9DBT5",0.0784154549,0.078364795,0.0265592572,0.0844139883,0.0979340897,0.1267402949,0.2197611549,0.287810965,"unknown"
"Q9DBU0",0.0646899486,0.1330724552,0.047397679,0.3399388387,0.2144379523,0.1309124945,0.042871643,0.0266789887,"unknown"
"Q9DBY8",0.0545590205,0.0704781705,0.0421363495,0.0841884995,0.0917628881,0.1885442743,0.3486894999,0.1196412977,"unknown"
"Q9DBZ1",0.085330978,0.1116458255,0.0486715607,0.2405658142,0.2119838152,0.1841900233,0.0799332875,0.0376786956,"unknown"
"Q9DC16",0.1460467213,0.1690186914,0.0636804125,0.1877932479,0.2949255676,0.1130153459,0.017395119,0.0081248944,"unknown"
"Q9DC23",0.1066933539,0.1409628392,0.0447943501,0.2574276177,0.2007002293,0.1610997051,0.0513936357,0.0369282689,"unknown"
"Q9DC51",0.3693596825,0.227763371,0.0540338879,0.1877267191,0.0927205875,0.068395752,0,0,"unknown"
"Q9DC71",0.0713686698,0.0789592178,0.0356924355,0.0960041847,0.3301232236,0.207993904,0.0693506277,0.1105077369,"unknown"
"Q9DCA5",0.0771587346,0.0987231381,0.0208759175,0.1179451552,0.0939137662,0.1836706619,0.1897709051,0.2179417215,"unknown"
"Q9DCI3",0.0904247043,0.1337327688,0.0724635288,0.1455507047,0.1502974348,0.1337119532,0.1417636298,0.1320552757,"unknown"
"Q9DCJ5",0.0394728519,0.0420044531,0.0148590631,0.1107073549,0.4112691107,0.2769076777,0.0777666076,0.027012881,"unknown"
"Q9DCS9",0.1006288244,0.1211951141,0,0.1248813623,0.2925283616,0.1754150319,0.1076285304,0.0777227754,"Mitochondrion"
"Q9DCT5",0.1047167116,0.1073664643,0.0739889108,0.2457753101,0.2091347844,0.162874824,0.0850676575,0.0110753374,"unknown"
"Q9DCT6",0.0302637986,0.0304128578,0.0126217078,0.0426494403,0.0760791916,0.4933460002,0.1533609428,0.1612660609,"Nucleus - Chromatin"
"Q9DCZ4",0.0836284435,0.058267114,0.0110096009,0.1186657471,0.4149175832,0.2631142178,0.0460948771,0.0043024164,"unknown"
"Q9EP52",0.143182798,0.1214886762,0.0755930227,0.1977406426,0.1363648635,0.1615752414,0.1012236315,0.0628311241,"unknown"
"Q9EPL8",0.0604806619,0.0664005826,0.0206259148,0.0643730335,0.0480642227,0.0700404786,0.0455277771,0.6244873289,"unknown"
"Q9EPR2",0.1095466912,0.1380913716,0.0316492348,0.2256614363,0.2297455346,0.1936134138,0.049770593,0.0219217247,"unknown"
"Q9EPR4",0.130758248,0.1220967256,0.098801533,0.1553570554,0.1365684329,0.1533025007,0.0808715929,0.1222439116,"unknown"
"Q9EPR5",0.0689880938,0.0926196621,0,0.1360191001,0.0940632461,0.0651406969,0,0.5431692011,"unknown"
"Q9EPU4",0.0575741099,0.0700071637,0.0255390566,0.0718814199,0.0799012763,0.2554645716,0.2697650916,0.1698673104,"unknown"
"Q9EQ80",0.1135414094,0.1013428163,0.0866766794,0.1218094554,0.1216013886,0.1454352229,0.0561479829,0.2534450451,"unknown"
"Q9ER88",0.0184312116,0.0386608813,0.0210331895,0.111387429,0.4616773704,0.2520825648,0.0894801413,0.0072472121,"unknown"
"Q9ERR7",0.1055060761,0.1079124571,0.0514527568,0.1771560906,0.1573110943,0.1469260841,0.0904368214,0.1632986195,"unknown"
"Q9ES97",0.1555917535,0.0994354784,0,0.3061512993,0.2267327204,0.1115649367,0,0.1005238117,"unknown"
"Q9ESW4",0.0779778037,0.0993668522,0.0422314048,0.1237581274,0.2625626951,0.2380070821,0.079319665,0.0767763699,"unknown"
"Q9ESX5",0.1117824223,0.1238161399,0.0479417787,0.1259732816,0.1124826328,0.1085744126,0.080557249,0.2888720831,"unknown"
"Q9JHJ0",0.1280761976,0.1273981271,0.0335400537,0.148891085,0.0910249256,0.0771327713,0.0328928178,0.361044022,"unknown"
"Q9JI59",0.1684036084,0.2153261493,0.1071318656,0.2315821528,0.1266133179,0.0904362795,0.0403243183,0.0201823082,"unknown"
"Q9JIG8",0.1084772673,0.1370366256,0.1253667875,0.2295588777,0.1674448069,0.1436172651,0.0782275957,0.0102707742,"unknown"
"Q9JIM1",0.2661402463,0.2116049326,0.0857076098,0.1922416595,0.1151845496,0.0960197484,0.0331012538,0,"unknown"
"Q9JIX8",0.033178574,0.0325339338,0.0175045472,0.0440633214,0.0468991707,0.2348907724,0.4489880556,0.1419416251,"unknown"
"Q9JIY5",0.0858317943,0.1104930536,0.0379044841,0.1237926896,0.3237154946,0.200435166,0.0875494485,0.0302778694,"unknown"
"Q9JJ00",0.1520896577,0.2869577009,0.026863457,0.2555503883,0.1615545274,0.0852348153,0.0317494534,0,"unknown"
"Q9JJ11",0.1196296327,0.1124357158,0.0588300661,0.1165399729,0.1125400532,0.1334334325,0.1167933417,0.2297977851,"unknown"
"Q9JJ78",0.0863228515,0.0729183106,0.0279986034,0.0573742615,0.0378807573,0.046180463,0.0290260105,0.6422987423,"unknown"
"Q9JKK1",0.1969430384,0.2937725879,0.0884103289,0.2274758321,0.0802038984,0.0617046527,0.0243251161,0.0271645455,"unknown"
"Q9JKL4",0.0626885097,0.0797483014,0.0253094716,0.1174296739,0.2597091625,0.2154022529,0.0573578973,0.1823547307,"unknown"
"Q9JKV5",0.2115577879,0.2494680575,0.1110889041,0.2194411953,0.0908536555,0.0715635516,0.0293181639,0.016708684,"unknown"
"Q9JKX6",0.1402893203,0.0846747163,0.052386104,0.1355209954,0.1691929066,0.1805091371,0.0991180059,0.1383088144,"unknown"
"Q9JKY0",0.0660274231,0.0818395926,0.0264612808,0.1724283582,0.1895110217,0.2358119115,0.1720616855,0.0558587266,"unknown"
"Q9JM76",0.1099964407,0.1522578524,0.0169995291,0.1682135754,0.1032938373,0.1751305899,0.0815190743,0.192589101,"unknown"
"Q9QWL7",0.0483515406,0.0975813088,0.0188807379,0.3586658511,0.1659726915,0.126046843,0.1493372606,0.0351637664,"unknown"
"Q9QXK7",0.0531078509,0.0573429862,0.018375166,0.0693735393,0.0620004135,0.1411970901,0.3890576765,0.2095452775,"unknown"
"Q9QXV3",0.0417671703,0.0551566724,0.0173063113,0.0461605518,0.0772492837,0.4232004478,0.275959616,0.0631999468,"unknown"
"Q9QY33",0.1561460382,0.1682843024,0.1160281983,0.1535550964,0.1061659279,0.074512696,0.0563608441,0.1689468966,"unknown"
"Q9QYM8",0.0165809969,0.0265171591,0.0059158757,0.1172384899,0.4548541407,0.3086025224,0.0623175511,0.0079732643,"unknown"
"Q9QYP6",0.1110710071,0.1031182034,0.0177617103,0.0759350644,0.0471782179,0.0553464566,0.0216475924,0.5679417479,"unknown"
"Q9QZE7",0.1078102458,0.1058543155,0.0231861491,0.0804877807,0.0677067904,0.0912918524,0.0655727931,0.4580900731,"unknown"
"Q9QZM0",0.1273678541,0.1967733689,0.0561640498,0.1716813974,0.0974858714,0.0845307527,0.053777052,0.2122196537,"unknown"
"Q9R099",0.102107695,0.1247076012,0.0479107847,0.2162130797,0.1913408012,0.1899698891,0.0546565979,0.0730935513,"unknown"
"Q9R0A0",0.1454084311,0.1140176964,0.0616457079,0.1326644872,0.1801779909,0.1979766245,0.1074792002,0.0606298619,"unknown"
"Q9R0M4",0.0795947882,0.1788609105,0.1060911109,0.202768149,0.0804761669,0.100034845,0.0497894216,0.202384608,"unknown"
"Q9R0P9",0.047096438,0.0573398522,0.0072129181,0.0387645316,0.0227246955,0.0131506117,0.0083757139,0.8053352389,"unknown"
"Q9R0Q3",0.08501774,0.1555774289,0.0223937406,0.3006760873,0.1864354673,0.2006053532,0.0427785873,0.0065155954,"unknown"
"Q9R0U0",0.0790699872,0.0845656798,0.0256969502,0.0943658828,0.104654886,0.1907244922,0.2334927129,0.1874294089,"unknown"
"Q9R1C0",0.0849464115,0.1030160795,0.040986772,0.1336849518,0.108179702,0.1564037399,0.070943922,0.3018384213,"unknown"
"Q9R1C6",0.0799077124,0.0935146877,0.0374513207,0.1478642086,0.1222845137,0.2225911927,0.169378092,0.1270082723,"unknown"
"Q9R1C8",0.0906617966,0.0942122378,0.0136369639,0.1301116877,0.1291886881,0.1364020898,0.2220259345,0.1837606016,"unknown"
"Q9R1P3",0.0803345411,0.0663436862,0.0128314162,0.0473304409,0.0376822067,0.0400293219,0.0259071928,0.6895411941,"Proteasome"
"Q9R1Q9",0.1616935494,0.1338909826,0.0448527654,0.1986216218,0.1389570387,0.1539082126,0.059303842,0.1087719875,"Endoplasmic reticulum"
"Q9R1T2",0.0749248533,0.0698361457,0.0237518215,0.0562752976,0.0845071713,0.0733124876,0.0488147291,0.5685774938,"unknown"
"Q9R1X4",0.1736201857,0.1953574611,0.0413907688,0.1893920064,0.138218363,0.148807848,0.0632849554,0.0499284115,"unknown"
"Q9WTL7",0.1089586698,0.101255261,0.0297933335,0.0813868969,0.0753873611,0.1040198788,0.0837132135,0.4154853855,"unknown"
"Q9WTN3",0.289003013,0.2177765371,0.1128674119,0.1935081285,0.1199134991,0.0389572291,0.0218808603,0.0060933211,"unknown"
"Q9WTQ8",0.0637968712,0.0870368519,0.0424168089,0.1323680823,0.3102727587,0.211257834,0.0981720429,0.0546787501,"unknown"
"Q9WTX6",0.1384824748,0.1247395569,0.0358256816,0.0994669554,0.0991190565,0.2107201311,0.1488504028,0.1427957409,"unknown"
"Q9WU79",0.0402867847,0.0352267803,0.0174659512,0.1077258032,0.4372114207,0.2488233435,0.1029345098,0.0103254066,"Mitochondrion"
"Q9WUD1",0.1504615423,0.1721453379,0.0477748462,0.1342654981,0.0999266661,0.1130649357,0.0591834092,0.2231777645,"unknown"
"Q9WUK4",0.0204242904,0.0339217253,0.0091131155,0.057019677,0.0628706023,0.5022509719,0.1134081402,0.2009914774,"unknown"
"Q9WUP7",0.0826079577,0.0857006949,0.0301744515,0.070338939,0.0575591193,0.1156007915,0.0850015345,0.4730165115,"unknown"
"Q9WUR2",0.0687543095,0.0695336457,0.0242607097,0.1324432673,0.3259164129,0.2618821357,0.0962274901,0.0209820292,"unknown"
"Q9WUU7",0.0801226009,0.0791377137,0.0808892739,0.4516680175,0.1965508172,0.0509926813,0.0606388956,0,"unknown"
"Q9WV55",0.0775884488,0.1247480866,0.1089118031,0.254638077,0.2151656258,0.1562499231,0.0626980355,0,"unknown"
"Q9WV91",0.2226592293,0.1714421466,0.0982771669,0.1344274094,0.0960819791,0.104182595,0.0940788807,0.0788505929,"unknown"
"Q9WV98",0.0697582181,0.083083517,0.0281610355,0.117560303,0.3479494297,0.2407274434,0.083618563,0.0291414903,"unknown"
"Q9WVM1",0.2123829973,0.1582943613,0.0382481433,0.1467048242,0.1116622371,0.1575703833,0.0885960683,0.0865409853,"unknown"
"Q9Z0F4",0.0860146929,0.1930247084,0.0370320312,0.2871727614,0.1684823476,0.1957040709,0.0165676206,0.016001767,"unknown"
"Q9Z0G0",0.1099986976,0.1411941062,0,0.1757199931,0.1407797236,0.076431679,0.045200296,0.3106755045,"unknown"
"Q9Z0H1",0.1097166399,0.1269574788,0.0330756697,0.1147125648,0.1205415563,0.1834372745,0.1712181288,0.1403406872,"unknown"
"Q9Z0H3",0.0918889238,0.1013860583,0.0360232017,0.1086323425,0.078071853,0.2991215311,0.1502160621,0.1346600274,"unknown"
"Q9Z0N1",0.0659078237,0.0712814906,0.0220914213,0.074236842,0.0624370573,0.1589558196,0.1573707345,0.387718811,"unknown"
"Q9Z0W3",0.0631886513,0.0954162279,0.0231873965,0.0963102844,0.0913799221,0.3397647739,0.0892321472,0.2015205966,"unknown"
"Q9Z108",0.1047883981,0.1803808973,0.0586189442,0.1345460583,0.1360736046,0.1471908784,0.1537311719,0.0846700472,"unknown"
"Q9Z1B3",0.3436841974,0.3005649433,0.0921553344,0.1335043503,0.0827240241,0.0293558283,0,0.0180113222,"unknown"
